Isotype	Strain	Filtered From Analysis	ReadGroup	Total Reads	Mapped Reads	Duplicate Reads	Length Estimate
JU1213	JU533	FALSE	MMP-ML_3-JU533	6955962	6855604	78478	4.889
JU1213	JU533	FALSE	MMP-ML_5-JU533	3199236	3153850	19973	4.952
JU1213	JU533	FALSE	MMP-ML_6-JU533	4441856	4369032	28986	4.694
JU1213	JU533	FALSE	MMP-ML_7-JU533	8331542	8194587	65023	4.735
JU1242	JU1242	FALSE	BGI1-RET4-JU1242	19291082	19149976	766822	8.729
JU1242	JU1242	FALSE	BGI2-RET4-JU1242	17741623	17610498	722435	8.993
JU1242	JU1242	FALSE	BGI3-RET4b-JU1242	34064190	33812008	2317792	9.477
JU1246	JU1246	FALSE	BGI1-RET3-JU1246	17644458	17515900	512138	10.082
JU1246	JU1246	FALSE	BGI2-RET3-JU1246	17885133	17753984	530741	10.628
JU1246	JU1246	FALSE	BGI3-RET3b-JU1246	28275097	28068845	1189127	9.73
JU1395	JU1395	FALSE	BGI2-RET6-JU1395	7229644	7196984	187701	12.255
JU1395	JU1395	FALSE	BGI3-RET6a-JU1395	17589336	17509179	731870	10.401
JU1400	JU1400	FALSE	BGI1-RET4-JU1400	18217278	17118546	445264	6.126
JU1400	JU1400	FALSE	BGI2-RET4-JU1400	16895335	15875737	436471	6.162
JU1400	JU1400	FALSE	BGI3-RET4a-JU1400	44300867	41439115	2344167	6.297
JU1400	JU1400	FALSE	MMP-ML_2-JU1400	4424936	4339008	36453	4.41
JU1400	JU1400	FALSE	MMP-ML_3-JU1400	7059718	6942474	66958	4.493
JU1400	JU1400	FALSE	MMP-ML_5-JU1400	3519934	3462826	22434	4.972
JU1400	JU1400	FALSE	MMP-ML_6-JU1400	4723724	4637334	31500	4.822
JU1400	JU1400	FALSE	MMP-ML_7-JU1400	8819620	8656143	69585	4.506
JU1400	JU1400	FALSE	Princeton1-PL_9-JU1400	21429820	20968190	1260986	5.391
JU1409	JU1401	FALSE	MMP-ML_2-JU1401	4784521	4714040	34981	5.226
JU1409	JU1401	FALSE	MMP-ML_3-JU1401	7302282	7216693	59341	5.695
JU1409	JU1401	FALSE	MMP-ML_5-JU1401	3769272	3725935	21947	6.317
JU1409	JU1401	FALSE	MMP-ML_6-JU1401	4166148	4109395	23939	5.518
JU1409	JU1401	FALSE	MMP-ML_7-JU1401	7763688	7657417	50177	5.402
JU1409	JU1409	FALSE	BGI1-RET5-JU1409	17096248	17005256	429043	13.696
JU1409	JU1409	FALSE	BGI2-RET5-JU1409	14549324	14472003	330055	15.327
JU1409	JU1409	FALSE	BGI3-RET5a-JU1409	30838205	30674104	1276755	13.893
JU1409	JU1409	FALSE	Princeton1-PL_2-JU1409	23647159	23501014	391805	10.37
JU1409	JU1409	FALSE	Princeton1-PL_22-JU1409	7167797	7122500	71780	7.128
JU1440	JU1440	FALSE	BGI2-RET6-JU1440	5741975	5706372	109964	10.607
JU1440	JU1440	FALSE	BGI3-RET6a-JU1440	14101398	14013502	421740	8.823
JU1440	JU1440	FALSE	UChicago-EA1-JU1440	18598069	18490470	695086	7.446
JU1440	JU1440	FALSE	UChicago2-L007-JU1440	18159746	18037848	513285	7.804
JU1491	JU1491	FALSE	BGI1-RET3-JU1491	13916047	13813561	321676	10.349
JU1491	JU1491	FALSE	BGI2-RET3-JU1491	16378919	16257758	436570	10.751
JU1491	JU1491	FALSE	BGI3-RET3a-JU1491	30419449	30191396	1340783	9.136
JU1491	JU1491	FALSE	Princeton1-PL_13-JU1491	16133879	15997918	1289593	7.541
JU1491	JU1491	FALSE	Princeton1-PL_14-JU1491	44275040	43918389	6445866	8.54
JU1530	JU1530	FALSE	BGI1-RET7-JU1530	10919729	10851732	231062	15.35
JU1530	JU1530	FALSE	BGI2-RET7-JU1530	9783873	9722379	200060	17.381
JU1530	JU1530	FALSE	BGI3-RET7b-JU1530	16016245	15915658	462629	17.582
JU1530	JU1530	FALSE	Princeton1-PL_15-JU1530	10208937	10135468	212916	9.688
JU1530	JU1530	FALSE	Princeton1-PL_16-JU1530	48682497	48333130	2386542	7.42
JU1568	JU1568	FALSE	BGI1-RET5-JU1568	20816481	20771681	605904	12.583
JU1568	JU1568	FALSE	BGI2-RET5-JU1568	18668750	18628334	510795	13.23
JU1568	JU1568	FALSE	BGI3-RET5a-JU1568	37911521	37829559	1819054	12.123
JU1580	JU1580	FALSE	BGI1-RET1-JU1580	23606145	23302813	1594734	15.388
JU1580	JU1580	FALSE	BGI2-RET1-JU1580	24050883	23735016	1659934	16.131
JU1580	JU1580	FALSE	BGI3-RET1b-JU1580	45414521	44847495	4123910	13.663
JU1580	JU1580	FALSE	Princeton1-PL_10-JU1580	20748501	20503603	388711	7.038
JU1580	JU1580	FALSE	Princeton1-PL_11-JU1580	44479333	43974135	1291574	7.025
JU1581	JU1516	FALSE	BGI1-RET4-JU1516	9137620	9051236	244935	7.046
JU1581	JU1516	FALSE	BGI2-RET4-JU1516	8148777	8071305	227777	6.964
JU1581	JU1516	FALSE	BGI3-RET4b-JU1516	20133615	19937264	1067032	7.226
JU1581	JU1516	FALSE	Princeton1-PL_5-JU1516	14269768	6648427	157271	4.547
JU1581	JU1516	FALSE	Princeton1-PL_6-JU1516	3300879	1580914	10518	4.38
JU1581	JU1581	FALSE	BGI1-RET6-JU1581	4521293	4485973	65391	13.101
JU1581	JU1581	FALSE	BGI2-RET6-JU1581	13609874	13497479	397519	14.049
JU1581	JU1581	FALSE	BGI3-RET6b-JU1581	27368118	27147122	1243369	13.81
JU1581	JU1581	FALSE	Princeton1-PL_13-JU1581	23224603	23038101	1125873	7.01
JU1581	JU1581	FALSE	Princeton1-PL_14-JU1581	49795542	49413315	3703880	6.747
JU1586	JU1586	FALSE	BGI1-RET3-JU1586	15041699	14984558	366501	16.092
JU1586	JU1586	FALSE	BGI2-RET3-JU1586	16701282	16637147	452061	17.538
JU1586	JU1586	FALSE	BGI3-RET3a-JU1586	29717024	29606200	1374696	14.054
JU1586	JU1586	FALSE	Princeton1-PL_15-JU1586	10120328	10094495	113853	9.004
JU1586	JU1586	FALSE	Princeton1-PL_16-JU1586	48985331	48863651	1321442	6.614
JU1652	JU1652	FALSE	BGI1-RET7-JU1652	11354739	11248045	315580	17.116
JU1652	JU1652	FALSE	BGI2-RET7-JU1652	10066073	9970398	265596	18.842
JU1652	JU1652	FALSE	BGI3-RET7b-JU1652	19097616	18910402	800647	19.092
JU1652	JU1652	FALSE	MMP-ML_2-JU1652	4792572	4721114	37840	4.765
JU1652	JU1652	FALSE	MMP-ML_3-JU1652	8429908	8326319	81315	5.127
JU1652	JU1652	FALSE	MMP-ML_5-JU1652	3778268	3732409	22581	5.433
JU1652	JU1652	FALSE	MMP-ML_6-JU1652	3676646	3625524	21035	5.024
JU1652	JU1652	FALSE	MMP-ML_7-JU1652	6958202	6860261	45094	5.087
JU1896	JU1896	FALSE	BGI1-RET4-JU1896	12843467	12768044	227801	14.434
JU1896	JU1896	FALSE	BGI2-RET4-JU1896	12019670	11948477	241892	14.956
JU1896	JU1896	FALSE	BGI3-RET4a-JU1896	35281288	35070937	1570268	14.756
JU1896	JU1896	FALSE	Princeton1-PL_12-JU1896	18339693	17953288	217715	6.266
JU2001	JU2001	FALSE	BGI2-RET6-JU2001	11817537	11677592	313637	13.233
JU2001	JU2001	FALSE	BGI3-RET6b-JU2001	23154912	22882064	932480	12.293
JU2001	JU2001	FALSE	Princeton1-PL_3-JU2001	14883853	14494510	126282	6.266
JU2001	JU2001	FALSE	Princeton1-PL_4-JU2001	4397581	4328880	16915	5.551
JU2007	JU2007	FALSE	BGI1-RET3-JU2007	13940554	13844874	352495	5.136
JU2007	JU2007	FALSE	BGI2-RET3-JU2007	16840674	16723283	505541	5.582
JU2007	JU2007	FALSE	BGI3-RET3b-JU2007	27726152	27533082	1257058	5.269
JU2007	JU2007	FALSE	Princeton1-PL_5-JU2007	35269886	34499338	491476	6.409
JU2007	JU2007	FALSE	Princeton1-PL_6-JU2007	7616481	7507285	33028	5.269
JU2316	JU2316	FALSE	UChicago-EA1-JU2316	13836124	12072603	388182	4.383
JU2316	JU2316	FALSE	UChicago2-L007-JU2316	12589551	10903031	285068	5.902
JU2464	JU2464	FALSE	UChicago-EA1-JU2464	10625077	10529161	309164	16.813
JU2464	JU2464	FALSE	UChicago2-L007-JU2464	24464454	24221650	842237	12.587
JU2464	JU2467	FALSE	UChicago-EA2-JU2467	13027696	12925263	327198	9.096
JU2464	JU2467	FALSE	UChicago2-L008-JU2467	25358819	25139614	775448	7.163
JU2464	JU2468	FALSE	UChicago-EA2-JU2468	14559146	14433105	398932	9.552
JU2464	JU2468	FALSE	UChicago2-L008-JU2468	21986057	21781230	643151	6.814
JU2466	JU2466	FALSE	UChicago-EA1-JU2466	16113688	15943118	523352	9.914
JU2466	JU2466	FALSE	UChicago2-L007-JU2466	12008281	11900902	239354	6.67
JU2513	JU2513	FALSE	UChicago-EA2-JU2513	16439384	16076092	450404	8.724
JU2513	JU2513	FALSE	UChicago2-L008-JU2513	23606557	23095448	705191	6.753
JU2519	JU2519	FALSE	UChicago-EA2-JU2519	11451352	9711158	311217	9.822
JU2519	JU2519	FALSE	UChicago2-L008-JU2519	17375018	14992409	531867	7.122
JU2522	JU2522	FALSE	UChicago-EA2-JU2522	16903672	15681084	476015	11.584
JU2522	JU2522	FALSE	UChicago2-L008-JU2522	25276503	23634528	763148	8.048
JU2526	JU2526	FALSE	UChicago-EA2-JU2526	15122165	13463342	453659	6.486
JU2526	JU2526	FALSE	UChicago2-L008-JU2526	22003322	19851049	752760	5.164
JU258	JU258	FALSE	BGI1-RET1-JU258	12144930	11960279	337713	32.926
JU258	JU258	FALSE	BGI2-RET1-JU258	11458087	11282614	318938	34.66
JU258	JU258	FALSE	BGI3-RET1a-JU258	50077987	49353757	3123141	24.816
JU258	JU258	FALSE	MMP-ML_2-JU258	4441356	4337081	42338	4.517
JU258	JU258	FALSE	MMP-ML_3-JU258	7155524	7005581	79091	4.757
JU258	JU258	FALSE	MMP-ML_5-JU258	3423618	3350441	22781	5.047
JU258	JU258	FALSE	MMP-ML_6-JU258	4398248	4297051	29581	4.754
JU258	JU258	FALSE	MMP-ML_7-JU258	8217620	8027856	68651	4.517
JU258	JU258	FALSE	Princeton2-P-JU258	43534573	42839300	2170420	26.221
JU310	JU263	FALSE	MMP-ML_2-JU263	4801722	4736397	38822	5.093
JU310	JU263	FALSE	MMP-ML_3-JU263	7954052	7859860	73934	4.911
JU310	JU263	FALSE	MMP-ML_5-JU263	3724208	3678349	21757	5.344
JU310	JU263	FALSE	MMP-ML_6-JU263	3993996	3942613	22346	5.014
JU310	JU263	FALSE	MMP-ML_7-JU263	7539319	7437640	47405	4.776
JU310	JU300	FALSE	MMP-ML_2-JU300	4330838	4267618	35108	4.818
JU310	JU300	FALSE	MMP-ML_3-JU300	6645486	6566716	61720	4.946
JU310	JU300	FALSE	MMP-ML_5-JU300	3382492	3343308	19540	5.17
JU310	JU300	FALSE	MMP-ML_6-JU300	4815390	4749396	29078	4.616
JU310	JU300	FALSE	MMP-ML_7-JU300	8954748	8832736	63652	4.729
JU310	JU310	FALSE	BGI1-RET4-JU310	18509442	18402741	392899	6.523
JU310	JU310	FALSE	BGI2-RET4-JU310	15888487	15796016	340856	6.011
JU310	JU310	FALSE	BGI3-RET4b-JU310	24573351	24429903	840879	6.98
JU310	JU310	FALSE	Princeton1-PL_17-JU310	19301575	19160761	11350805	6.488
JU310	JU310	FALSE	Princeton1-PL_20-JU310	4711037	4679850	326228	5.389
JU310	JU310	FALSE	Princeton1-PL_24-JU310	41270010	40988357	15137382	6.647
JU311	JU311	FALSE	BGI1-RET5-JU311	14070829	13998455	302799	8.076
JU311	JU311	FALSE	BGI2-RET5-JU311	12633176	12567626	254614	8.818
JU311	JU311	FALSE	BGI3-RET5b-JU311	23422245	23300028	737418	7.602
JU311	JU312	FALSE	MMP-ML_2-JU312	4061246	4005932	30667	5.095
JU311	JU312	FALSE	MMP-ML_3-JU312	6012650	5947652	49015	5.434
JU311	JU312	FALSE	MMP-ML_5-JU312	3369004	3333191	20912	5.78
JU311	JU312	FALSE	MMP-ML_6-JU312	5308382	5240445	34883	5.35
JU311	JU312	FALSE	MMP-ML_7-JU312	9644934	9522547	73217	5.307
JU311	JU315	FALSE	BGI1-RET3-JU315	19766536	19658517	466025	7.778
JU311	JU315	FALSE	BGI2-RET3-JU315	22741643	22614360	610447	8.576
JU311	JU315	FALSE	BGI3-RET3b-JU315	35933186	35735328	1434695	7.489
JU311	JU315	FALSE	Princeton1-PL_3-JU315	21950285	21550371	166776	7.874
JU311	JU315	FALSE	Princeton1-PL_4-JU315	6030463	5972849	19964	6.949
JU311	JU319	TRUE	Rockman-R083.8-JU319	0	0	0	NA
JU323	JU322	FALSE	MMP-ML_2-JU322	4740292	4659846	43450	5.358
JU323	JU322	FALSE	MMP-ML_3-JU322	8253321	8140999	91490	5.568
JU323	JU322	FALSE	MMP-ML_5-JU322	3716048	3666210	25650	6.213
JU323	JU322	FALSE	MMP-ML_6-JU322	4027066	3962645	27477	5.496
JU323	JU322	FALSE	MMP-ML_7-JU322	7625868	7504905	62105	5.495
JU323	JU323	FALSE	BGI1-RET7-JU323	18952087	18825905	496802	6.957
JU323	JU323	FALSE	BGI2-RET7-JU323	17236782	17121445	428370	7.317
JU323	JU323	FALSE	BGI3-RET7a-JU323	32875845	32653369	1294016	7.684
JU346	JU346	FALSE	BGI1-RET2-JU346	16936042	16593902	826555	21.488
JU346	JU346	FALSE	BGI2-RET2-JU346	16565703	16229077	787302	19.475
JU346	JU346	FALSE	BGI3-RET2b-JU346	26184238	25615339	1818415	22.399
JU346	JU346	FALSE	Princeton1-PL_9-JU346	17214969	16925498	215725	5.55
JU360	JU360	FALSE	BGI1-RET1-JU360	19459481	19212211	1545389	21.404
JU360	JU360	FALSE	BGI2-RET1-JU360	17246697	17027608	1281732	21.217
JU360	JU360	FALSE	BGI3-RET1b-JU360	32934572	32526844	3209474	19.639
JU360	JU360	FALSE	MMP-ML_2-JU360	3911298	3804848	32594	4.039
JU360	JU360	FALSE	MMP-ML_3-JU360	6175352	6021943	60642	4.314
JU360	JU360	FALSE	MMP-ML_5-JU360	3227876	3140608	20048	4.632
JU360	JU360	FALSE	MMP-ML_6-JU360	5021952	4877341	34282	4.177
JU360	JU360	FALSE	MMP-ML_7-JU360	9172682	8909378	75856	4.265
JU360	JU360	FALSE	Princeton1-PL_12-JU360	12399388	12088371	369180	5.74
JU360	JU363	FALSE	BGI1-RET2-JU363	11235323	11024471	664053	34.583
JU360	JU363	FALSE	BGI2-RET2-JU363	10452889	10259170	579997	28.959
JU360	JU363	FALSE	BGI3-RET2b-JU363	14239378	13946769	1211687	31.296
JU360	JU363	FALSE	UChicago-EA2-JU363	17835948	17382094	666568	7.29
JU360	JU363	FALSE	UChicago2-L008-JU363	23304088	22729960	835514	4.897
JU367	JU361	FALSE	MMP-ML_2-JU361	3864156	3819093	28945	4.782
JU367	JU361	FALSE	MMP-ML_3-JU361	6766160	6707961	62396	4.894
JU367	JU361	FALSE	MMP-ML_5-JU361	3273450	3245532	18334	5.529
JU367	JU361	FALSE	MMP-ML_6-JU361	4588898	4539772	25767	4.739
JU367	JU361	FALSE	MMP-ML_7-JU361	8642708	8549726	59355	4.581
JU367	JU367	FALSE	BGI1-RET7-JU367	19585604	19498568	730861	7.639
JU367	JU367	FALSE	BGI2-RET7-JU367	17866966	17787759	641558	7.811
JU367	JU367	FALSE	BGI3-RET7b-JU367	29939248	29797428	1502148	8.516
JU393	JU393	FALSE	BGI1-RET6-JU393	5042056	4997850	128258	10.143
JU393	JU393	FALSE	BGI2-RET6-JU393	15406832	15268094	642317	10.914
JU393	JU393	FALSE	BGI3-RET6b-JU393	30314057	30041210	1861507	10.416
JU394	JU394	FALSE	BGI1-RET4-JU394	9080803	8995337	349099	25.138
JU394	JU394	FALSE	BGI2-RET4-JU394	8463177	8382383	337417	27.026
JU394	JU394	FALSE	BGI3-RET4b-JU394	14880751	14742033	947860	28.046
JU394	JU394	FALSE	MMP-ML_2-JU394	4742685	4692122	40662	4.517
JU394	JU394	FALSE	MMP-ML_3-JU394	7719524	7657617	78906	4.96
JU394	JU394	FALSE	MMP-ML_5-JU394	3742102	3712636	23960	5.387
JU394	JU394	FALSE	MMP-ML_6-JU394	4783992	4738607	31021	4.71
JU394	JU394	FALSE	MMP-ML_7-JU394	8944544	8857698	70002	4.749
JU394	JU400	TRUE	Rockman-R076.2-JU400	0	0	0	NA
JU397	JU397	FALSE	BGI1-RET5-JU397	19749310	19626828	594971	9.356
JU397	JU397	FALSE	BGI2-RET5-JU397	17905865	17794363	511734	10.127
JU397	JU397	FALSE	BGI3-RET5b-JU397	34258881	34044429	1485468	8.835
JU406	JU406	FALSE	BGI1-RET6-JU406	3743966	3729533	33098	7.509
JU406	JU406	FALSE	BGI2-RET6-JU406	10619784	10579677	202383	8.962
JU406	JU406	FALSE	BGI3-RET6b-JU406	21110628	21030824	632560	8.475
JU440	JU440	FALSE	BGI1-RET3-JU440	13154493	13103772	246890	8.363
JU440	JU440	FALSE	BGI2-RET3-JU440	15078990	15020942	324229	9.458
JU440	JU440	FALSE	BGI3-RET3b-JU440	25927803	25827503	863584	8.225
JU440	JU440	FALSE	Princeton1-PL_9-JU440	18069588	17837773	129875	5.838
JU561	JU561	FALSE	BGI1-RET7-JU561	14725782	14626673	723691	9.708
JU561	JU561	FALSE	BGI2-RET7-JU561	13659767	13567343	657428	10.359
JU561	JU561	FALSE	BGI3-RET7b-JU561	24584940	24418942	1660430	10.816
JU642	JU642	FALSE	BGI1-RET4-JU642	17183449	17076142	508100	7.735
JU642	JU642	FALSE	BGI2-RET4-JU642	16148821	16047774	501146	7.908
JU642	JU642	FALSE	BGI3-RET4b-JU642	23283822	23140253	1108313	8.51
JU642	JU642	FALSE	MMP-ML_2-JU642	4632650	4556526	36542	4.716
JU642	JU642	FALSE	MMP-ML_3-JU642	7960695	7853753	75532	4.825
JU642	JU642	FALSE	MMP-ML_5-JU642	3678350	3630323	22783	4.994
JU642	JU642	FALSE	MMP-ML_6-JU642	4045260	3982445	24736	4.677
JU642	JU642	FALSE	MMP-ML_7-JU642	7592248	7475961	53487	4.579
JU642	JU642	FALSE	Princeton1-PL_18-JU642	10535640	10461140	2724020	9.247
JU642	JU642	FALSE	Princeton1-PL_19-JU642	32488491	32249932	15573358	7.455
JU751	JU751	FALSE	BGI1-RET5-JU751	18887376	18660426	515602	11.628
JU751	JU751	FALSE	BGI2-RET5-JU751	16632651	16431845	419218	12.766
JU751	JU751	FALSE	BGI3-RET5a-JU751	37440056	36988171	1717088	11.148
JU774	JU774	FALSE	BGI1-RET7-JU774	16639736	16483278	421839	8.831
JU774	JU774	FALSE	BGI2-RET7-JU774	15036002	14894156	360558	8.826
JU774	JU774	FALSE	BGI3-RET7a-JU774	29635952	29354003	1185663	9.59
JU774	JU774	FALSE	Princeton1-PL_18-JU774	12619362	12489252	2298037	7.032
JU774	JU774	FALSE	Princeton1-PL_19-JU774	20143549	19947636	4687743	5.987
JU775	JU775	FALSE	BGI1-RET2-JU775	13842521	13649537	426975	41.675
JU775	JU775	FALSE	BGI2-RET2-JU775	13519435	13331047	405255	38.551
JU775	JU775	FALSE	BGI3-RET2a-JU775	24859962	24498276	1200608	43.38
JU775	JU775	FALSE	MMP-ML_2-JU775	3674799	3595149	30858	10.275
JU775	JU775	FALSE	MMP-ML_3-JU775	5513333	5414311	51556	10.877
JU775	JU775	FALSE	MMP-ML_5-JU775	2894022	2839631	18488	12.796
JU775	JU775	FALSE	MMP-ML_6-JU775	5504080	5389658	42119	11.286
JU775	JU775	FALSE	MMP-ML_7-JU775	10205300	9994196	98461	11.362
JU775	JU775	FALSE	Princeton1-PL_9-JU775	18553367	18138948	390055	8.082
JU778	JU778	FALSE	BGI1-RET1-JU778	28433666	28030170	1728446	16.085
JU778	JU778	FALSE	BGI2-RET1-JU778	26649362	26271530	1586228	16.364
JU778	JU778	FALSE	BGI3-RET1b-JU778	52231065	51525269	4174892	13.769
JU782	JU782	FALSE	BGI1-RET2-JU782	12130104	11973777	396858	13.192
JU782	JU782	FALSE	BGI2-RET2-JU782	11615212	11463331	366290	12.563
JU782	JU782	FALSE	BGI3-RET2a-JU782	20855774	20575389	1142050	12.751
JU782	JU782	FALSE	Princeton1-PL_17-JU782	22220536	21369658	3896015	5.614
JU782	JU782	FALSE	Princeton1-PL_21-JU782	17783395	17019035	325996	5.333
JU782	JU782	FALSE	Princeton1-PL_24-JU782	34083150	31967056	933585	6.208
JU782	JU782	FALSE	UChicago-EA1-JU782	14062300	13894692	462731	9.634
JU782	JU782	FALSE	UChicago2-L007-JU782	24347392	24013033	842867	7.345
JU792	JU792	FALSE	BGI2-RET6-JU792	9831899	9765718	208796	13.489
JU792	JU792	FALSE	BGI3-RET6a-JU792	25221200	25050766	934612	11.713
JU830	JU830	FALSE	BGI1-RET3-JU830	18210703	18014468	549667	15.427
JU830	JU830	FALSE	BGI2-RET3-JU830	21387572	21155388	737295	16.773
JU830	JU830	FALSE	BGI3-RET3a-JU830	34067224	33699037	1742292	13.115
JU847	JU847	FALSE	BGI1-RET7-JU847	12320258	12115796	425331	24.493
JU847	JU847	FALSE	BGI2-RET7-JU847	11314374	11123020	384716	27.512
JU847	JU847	FALSE	BGI3-RET7a-JU847	18943312	18627584	865682	28.808
KR314	KR314	FALSE	BGI1-RET5-KR314	18612472	18452300	736657	43.073
KR314	KR314	FALSE	BGI2-RET5-KR314	16557120	16414248	629179	48.164
KR314	KR314	FALSE	BGI3-RET5b-KR314	34889617	34583804	1927742	41.969
KR314	KR314	FALSE	MMP-ML_2-KR314	4496148	4411850	39037	14.054
KR314	KR314	FALSE	MMP-ML_3-KR314	7049402	6940540	69855	15.545
KR314	KR314	FALSE	MMP-ML_5-KR314	3500352	3447381	22690	18.039
KR314	KR314	FALSE	MMP-ML_6-KR314	4837796	4752980	33730	16.245
KR314	KR314	FALSE	MMP-ML_7-KR314	9030256	8872325	76699	15.797
KR314	KR314	FALSE	Princeton1-PL_20-KR314	1897113	1877042	150489	14.987
LKC34	LKC34	FALSE	BGI1-RET3-LKC34	14482731	14399539	343376	24.47
LKC34	LKC34	FALSE	BGI2-RET3-LKC34	16407642	16312572	441709	27.641
LKC34	LKC34	FALSE	BGI3-RET3a-LKC34	27650652	27489962	1156410	20.938
LKC34	LKC34	FALSE	MMP-ML_2-LKC34	4276223	4215391	29727	5.986
LKC34	LKC34	FALSE	MMP-ML_3-LKC34	6762566	6686652	53262	6.338
LKC34	LKC34	FALSE	MMP-ML_5-LKC34	3441308	3403343	19957	6.952
LKC34	LKC34	FALSE	MMP-ML_6-LKC34	4636656	4575556	27886	6.352
LKC34	LKC34	FALSE	MMP-ML_7-LKC34	8650090	8536583	60455	6.21
LKC34	LKC34	FALSE	Princeton1-PL_9-LKC34	16799382	16464159	235489	6.3
LSJ1	LSJ1	FALSE	BGI1-RET4-LSJ1	13262208	13249166	243143	38.281
LSJ1	LSJ1	FALSE	BGI2-RET4-LSJ1	12619569	12607675	267701	41.724
LSJ1	LSJ1	FALSE	BGI3-RET4a-LSJ1	34539324	34504033	1545956	39.814
LSJ1	LSJ1	FALSE	Princeton1-PL_15-LSJ1	8490354	8483565	78163	17.553
LSJ1	LSJ1	FALSE	Princeton1-PL_16-LSJ1	38943215	38908199	892446	17.279
MY1	MY1	FALSE	BGI1-RET2-MY1	16520892	16406417	591724	17.088
MY1	MY1	FALSE	BGI2-RET2-MY1	16139811	16027106	563272	16.232
MY1	MY1	FALSE	BGI3-RET2b-MY1	26379466	26193358	1432606	18.342
MY1	MY1	FALSE	MMP-ML_2-MY1	4102664	4032702	34223	4.299
MY1	MY1	FALSE	MMP-ML_3-MY1	7035041	6938376	73051	4.35
MY1	MY1	FALSE	MMP-ML_5-MY1	3439428	3392380	26466	4.768
MY1	MY1	FALSE	MMP-ML_6-MY1	4380322	4310591	35285	4.377
MY1	MY1	FALSE	MMP-ML_7-MY1	8223740	8093868	83853	4.332
MY1	MY1	FALSE	Princeton1-PL_15-MY1	14489412	14341964	311945	8.265
MY1	MY1	FALSE	Princeton1-PL_16-MY1	60037767	59390593	3114683	6.825
MY1	MY1	TRUE	Rockman-R076.3-MY1	0	0	0	NA
MY10	MY10	FALSE	BGI1-RET3-MY10	12719933	12575033	338210	11.208
MY10	MY10	FALSE	BGI2-RET3-MY10	14505705	14335429	432818	12.391
MY10	MY10	FALSE	BGI3-RET3b-MY10	24402767	24123385	1082954	11.221
MY10	MY10	FALSE	Princeton1-PL_18-MY10	8853652	8743681	431529	7.062
MY10	MY10	FALSE	Princeton1-PL_19-MY10	17800505	17583864	1495750	6.081
MY16	MY16	FALSE	BGI1-RET2-MY16	15679106	15452872	751567	29.146
MY16	MY16	FALSE	BGI2-RET2-MY16	15270853	15050274	710598	27.981
MY16	MY16	FALSE	BGI3-RET2a-MY16	27912610	27488457	1933587	30.839
MY16	MY16	FALSE	MMP-ML_2-MY16	4243348	4161175	36963	7.789
MY16	MY16	FALSE	MMP-ML_3-MY16	7649779	7526147	81861	9.121
MY16	MY16	FALSE	MMP-ML_5-MY16	3309027	3254812	19834	9.971
